,GxTemp,Date_skel,Chamber.Channel_skel,Genotype_skel,Temp_skel,Origin_skel,colorstate.x,Color_skel,Pnet_umol.cm2.hr_skel,Rdark_umol.cm2.hr_skel,Pgross_umol.cm2.hr_skel,Date_holo,Chamber.Channel_holo,Genotype_holo,Temp_holo,Origin_holo,colorstate.y,Color_holo,Pnet_umol.cm2.hr_holo,Rdark_umol.cm2.hr_holo,Pgross_umol.cm2.hr_holo,Pnet_umol.cm2.hr_corr,Rdark_umol.cm2.hr_corr,Pgross_umol.cm2.hr_corr
118,WBP_18,20170726,5,WBP,18,RI,RI_brown,brown,0.020525578,-0.046138633,0.066664211,20170716,3,WBP,18,RI,RI_brown,brown,-0.313392664,-0.441087712,0.127695048,-0.333918242,-0.394949079,0.061030837
119,WBP_6,20170726,5,WBP,6,RI,RI_brown,brown,0.348568976,0.062822779,0.285746197,20170716,3,WBP,6,RI,RI_brown,brown,-0.004119085,-0.118514736,0.114395651,-0.352688061,-0.181337515,-0.171350546
120,WBP_9,20170726,5,WBP,9,RI,RI_brown,brown,-0.151265113,-0.152114027,0.000848914,20170716,3,WBP,9,RI,RI_brown,brown,0.17687328,-0.125574975,0.302448255,0.328138393,0.026539052,0.301599341
121,WWB_12,20170726,10,WWB,12,RI,RI_white,white,-0.270177419,-0.183281208,-0.086896211,20170716,5,WWB,12,RI,RI_white,white,-0.273307359,-0.435554635,0.162247276,-0.00312994,-0.252273427,0.249143487
122,WWB_15,20170726,10,WWB,15,RI,RI_white,white,-0.039844766,-0.51783732,0.477992554,20170716,5,WWB,15,RI,RI_white,white,-0.547205068,-0.436885256,-0.110319812,-0.507360302,0.080952064,-0.588312366
123,WWB_18,20170726,10,WWB,18,RI,RI_white,white,0.069607655,-0.080966338,0.150573993,20170716,5,WWB,18,RI,RI_white,white,-0.618174753,-0.354661526,-0.263513227,-0.687782408,-0.273695188,-0.41408722
124,WWB_6,20170726,10,WWB,6,RI,RI_white,white,0.624405228,0.198483798,0.42592143,20170716,5,WWB,6,RI,RI_white,white,-0.338027165,0.003633924,-0.341661089,-0.962432393,-0.194849874,-0.767582519
125,WWB_9,20170726,10,WWB,9,RI,RI_white,white,-0.512071044,-0.17124161,-0.340829434,20170716,5,WWB,9,RI,RI_white,white,0.079720148,-0.3651061,0.444826248,0.591791192,-0.19386449,0.785655682
126,WWC_12,20170722,3,WWC,12,RI,RI_white,white,-0.109424218,-0.152684066,0.043259848,20170712,7,WWC,12,RI,RI_white,white,-0.47522612,-0.348552288,-0.126673832,-0.365801902,-0.195868222,-0.16993368
127,WWC_15,20170722,3,WWC,15,RI,RI_white,white,-0.331059808,-0.041639045,-0.289420763,20170712,7,WWC,15,RI,RI_white,white,-0.649439375,-0.635658242,-0.013781133,-0.318379567,-0.594019197,0.27563963
128,WWC_18,20170722,3,WWC,18,RI,RI_white,white,-0.007612783,-0.08190607,0.074293287,20170712,7,WWC,18,RI,RI_white,white,-0.723305184,-0.823293647,0.099988463,-0.715692401,-0.741387577,0.025695176
129,WWC_6,20170722,3,WWC,6,RI,RI_white,white,0.026834427,-0.306751439,0.333585866,20170712,7,WWC,6,RI,RI_white,white,-0.26231492,-0.029936188,-0.232378732,-0.289149347,0.276815251,-0.565964598
130,WWC_9,20170722,3,WWC,9,RI,RI_white,white,-0.188257113,-0.041373232,-0.146883881,20170712,7,WWC,9,RI,RI_white,white,-0.71673197,-0.020140863,-0.696591107,-0.528474857,0.021232369,-0.549707226
131,WWD_12,20170724,3,WWD,12,RI,RI_white,white,-0.2842532,-0.125879541,-0.158373659,20170713,6,WWD,12,RI,RI_white,white,-0.383400812,-0.535455046,0.152054234,-0.099147612,-0.409575505,0.310427893
132,WWD_15,20170724,3,WWD,15,RI,RI_white,white,-0.205566978,0.067566544,-0.273133522,20170713,6,WWD,15,RI,RI_white,white,-0.683231176,-0.694313026,0.01108185,-0.477664198,-0.76187957,0.284215372
133,WWD_18,20170724,3,WWD,18,RI,RI_white,white,-0.433607913,-0.247360266,-0.186247647,20170713,6,WWD,18,RI,RI_white,white,-1.181640593,-1.427858149,0.246217556,-0.74803268,-1.180497883,0.432465203
134,WWD_6,20170724,3,WWD,6,RI,RI_white,white,-0.05845702,-0.204659201,0.146202181,20170713,6,WWD,6,RI,RI_white,white,-0.354821678,-0.254143822,-0.100677856,-0.296364658,-0.049484621,-0.246880037
135,WWD_9,20170724,3,WWD,9,RI,RI_white,white,-0.220123517,0.290853845,-0.510977362,20170713,6,WWD,9,RI,RI_white,white,-0.193494657,-0.511676495,0.318181838,0.02662886,-0.80253034,0.8291592
136,WWE_12,20170725,5,WWE,12,RI,RI_white,white,0.307701771,0.215832488,0.091869283,20170714,4,WWE,12,RI,RI_white,white,-0.514204461,0.004620593,-0.518825054,-0.821906232,-0.211211895,-0.610694337
137,WWE_15,20170725,5,WWE,15,RI,RI_white,white,-0.023467938,0.075100119,-0.098568057,20170714,4,WWE,15,RI,RI_white,white,-0.50309608,-0.613710983,0.110614903,-0.479628142,-0.688811102,0.20918296
138,WWE_18,20170725,5,WWE,18,RI,RI_white,white,-0.389031658,-0.566164539,0.177132881,20170714,4,WWE,18,RI,RI_white,white,-0.672616856,-0.45345962,-0.219157236,-0.283585198,0.112704919,-0.396290117
139,WWE_6,20170725,5,WWE,6,RI,RI_white,white,-0.223338113,-0.140223274,-0.083114839,20170714,4,WWE,6,RI,RI_white,white,0.084741433,-0.090156342,0.174897775,0.308079546,0.050066932,0.258012614
140,WWE_9,20170725,5,WWE,9,RI,RI_white,white,0.684982467,-0.068515876,0.753498343,20170714,4,WWE,9,RI,RI_white,white,-0.146451847,-0.440094158,0.293642311,-0.831434314,-0.371578282,-0.459856032
141,WWF_12,20170726,8,WWF,12,RI,RI_white,white,-0.417786125,-0.476603548,0.058817423,20170716,4,WWF,12,RI,RI_white,white,-0.602343086,-0.619380286,0.0170372,-0.184556961,-0.142776738,-0.041780223
142,WWF_15,20170726,8,WWF,15,RI,RI_white,white,-0.356413143,-0.548715679,0.192302536,20170716,4,WWF,15,RI,RI_white,white,-0.933968058,-0.766724092,-0.167243966,-0.577554915,-0.218008413,-0.359546502
143,WWF_18,20170726,8,WWF,18,RI,RI_white,white,-0.360475704,-0.371177249,0.010701545,20170716,4,WWF,18,RI,RI_white,white,-1.147256993,-0.890660717,-0.256596276,-0.786781289,-0.519483468,-0.267297821
144,WWF_6,20170726,8,WWF,6,RI,RI_white,white,0.257617076,-0.044883422,0.302500498,20170716,4,WWF,6,RI,RI_white,white,-0.49704065,-0.091936732,-0.405103918,-0.754657726,-0.04705331,-0.707604416
145,WWF_9,20170726,8,WWF,9,RI,RI_white,white,-0.623427467,-0.418239902,-0.205187565,20170716,4,WWF,9,RI,RI_white,white,0.15071056,-0.612139658,0.762850218,0.774138027,-0.193899756,0.968037783
146,WWI_12,20170722,6,WWI,12,RI,RI_white,white,-0.050140227,-0.225804171,0.175663944,20170712,3,WWI,12,RI,RI_white,white,-0.551197455,-0.40056398,-0.150633475,-0.501057228,-0.174759809,-0.326297419
147,WWI_15,20170722,6,WWI,15,RI,RI_white,white,-0.398198174,-0.218496895,-0.179701279,20170712,3,WWI,15,RI,RI_white,white,-0.661997436,-0.530414488,-0.131582948,-0.263799262,-0.311917593,0.048118331
148,WWI_18,20170722,6,WWI,18,RI,RI_white,white,-0.130572917,-0.352498184,0.221925267,20170712,3,WWI,18,RI,RI_white,white,-0.516189564,-0.932119327,0.415929763,-0.385616647,-0.579621143,0.194004496
149,WWI_6,20170722,6,WWI,6,RI,RI_white,white,0.219577408,-0.123196912,0.34277432,20170712,3,WWI,6,RI,RI_white,white,-0.205421713,-0.115204471,-0.090217242,-0.424999121,0.007992441,-0.432991562
150,WWI_9,20170722,6,WWI,9,RI,RI_white,white,-0.158525119,-0.003612724,-0.154912395,20170712,3,WWI,9,RI,RI_white,white,-0.557916058,-0.258822544,-0.299093514,-0.399390939,-0.25520982,-0.144181119
151,WWJ_12,20170724,4,WWJ,12,RI,RI_white,white,-0.104638412,-0.279135196,0.174496784,20170713,5,WWJ,12,RI,RI_white,white,-0.342414323,-0.494377733,0.15196341,-0.237775911,-0.215242537,-0.022533374
152,WWJ_15,20170724,4,WWJ,15,RI,RI_white,white,-0.262912311,-0.135532789,-0.127379522,20170713,5,WWJ,15,RI,RI_white,white,-0.508824746,-0.64077511,0.131950364,-0.245912435,-0.505242321,0.259329886
153,WWJ_18,20170724,4,WWJ,18,RI,RI_white,white,-0.388832153,-0.299753724,-0.089078429,20170713,5,WWJ,18,RI,RI_white,white,-0.870979163,-1.020134371,0.149155208,-0.48214701,-0.720380647,0.238233637
154,WWJ_6,20170724,4,WWJ,6,RI,RI_white,white,-0.169502172,-0.169281682,-0.00022049,20170713,5,WWJ,6,RI,RI_white,white,-0.229568514,-0.292943062,0.063374548,-0.060066342,-0.12366138,0.063595038
155,WWJ_9,20170724,4,WWJ,9,RI,RI_white,white,-0.116411461,0.060719119,-0.17713058,20170713,5,WWJ,9,RI,RI_white,white,-0.147476672,-0.327912506,0.180435834,-0.031065211,-0.388631625,0.357566414
156,WWK_12,20170725,9,WWK,12,RI,RI_white,white,-0.259205797,-0.048059098,-0.211146699,20170714,10,WWK,12,RI,RI_white,white,-1.06790301,-0.170099795,-0.897803215,-0.808697213,-0.122040697,-0.686656516
157,WWK_15,20170725,9,WWK,15,RI,RI_white,white,-0.287448614,-0.328331356,0.040882742,20170714,10,WWK,15,RI,RI_white,white,-0.593800868,-0.548960472,-0.044840396,-0.306352254,-0.220629116,-0.085723138
158,WWK_18,20170725,9,WWK,18,RI,RI_white,white,-0.796423631,-0.770629006,-0.025794625,20170714,10,WWK,18,RI,RI_white,white,-0.923769185,-0.759950947,-0.163818238,-0.127345554,0.010678059,-0.138023613
159,WWK_6,20170725,9,WWK,6,RI,RI_white,white,-0.27856743,-0.251891988,-0.026675442,20170714,10,WWK,6,RI,RI_white,white,0.012261587,-0.263044461,0.275306048,0.290829017,-0.011152473,0.30198149
160,WWK_9,20170725,9,WWK,9,RI,RI_white,white,0.444151448,-0.253374956,0.697526404,20170714,10,WWK,9,RI,RI_white,white,-0.276201216,-0.533088719,0.256887503,-0.720352664,-0.279713763,-0.440638901
